Season,Round,RaceName,OfficialEventName,Country,Location,EventFormat,RaceDate,RaceStartUtc,WeatherDescription,WeatherProbability,SafetyCarPrediction,FastestLapPrediction,PredictedP1,PredictedP2,PredictedP3
2026,15,Azerbaijan Grand Prix,FORMULA 1 QATAR AIRWAYS AZERBAIJAN GRAND PRIX 2026,Azerbaijan,Baku,conventional,2026-09-26,2026-09-26 11:00,Mainly clear,0.0,,,,,
